gender,age,class,embarked,country,fare,sibsp,parch,pred0,age_2,pred1,class_2,pred2,fare_2,pred3,gender_2,pred4,embarked_2,pred5,sibsp_2,pred6,parch_2,pred7
male,0.8333333333,2nd,Southampton,Siam,29,0,2,0.908,8,0.808,1st,0.7,72,0.726,male,0.726,Southampton,0.726,0,0.726,0,0.422
male,26,2nd,Southampton,Siam,29,1,1,0.466,8,0.8,1st,0.676,72,0.662,male,0.662,Southampton,0.662,0,0.58,0,0.422
female,28,2nd,Southampton,United States,29,1,1,0.986,8,0.982,1st,0.88,72,0.896,male,0.662,Southampton,0.662,0,0.58,0,0.422
male,17,3rd,Southampton,Croatia (Modern),8.1303,0,0,0,8,0.574,1st,0.526,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,17,3rd,Southampton,Croatia (Modern),8.1303,0,0,0,8,0.574,1st,0.526,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,35,2nd,Southampton,England,21,0,0,0.87,8,0.816,1st,0.858,72,0.912,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,21,2nd,Belfast,Northern Ireland,22,0,0,0.008,8,0.434,1st,0.494,72,0.374,male,0.374,Southampton,0.422,0,0.422,0,0.422
female,22,3rd,Queenstown,Ireland,7.15,0,0,0.724,8,0.776,1st,0.864,72,0.916,male,0.39,Southampton,0.422,0,0.422,0,0.422
male,21,3rd,Queenstown,Ireland,7.15,0,0,0.052,8,0.386,1st,0.472,72,0.39,male,0.39,Southampton,0.422,0,0.422,0,0.422
female,52,1st,Cherbourg,United States,27.0811,0,0,0.928,8,0.93,1st,0.93,72,0.948,male,0.524,Southampton,0.422,0,0.422,0,0.422
male,29,3rd,Southampton,England,8.01,0,0,0.008,8,0.578,1st,0.524,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,28,3rd,Cherbourg,Canada,14.0902,1,0,0.014,8,0.432,1st,0.626,72,0.47,male,0.47,Southampton,0.49,0,0.422,0,0.422
female,18,3rd,Cherbourg,Lebanon,14.0902,1,0,0.212,8,0.558,1st,0.812,72,0.952,male,0.47,Southampton,0.49,0,0.422,0,0.422
male,19,2nd,Southampton,England,13,0,0,0,8,0.508,1st,0.528,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,58,1st,Cherbourg,United States,512.0607,0,1,0.99,8,0.952,1st,0.952,72,0.962,male,0.784,Southampton,0.58,0,0.58,0,0.422
male,36,1st,Cherbourg,United States,512.0607,0,1,0.578,8,0.794,1st,0.794,72,0.784,male,0.784,Southampton,0.58,0,0.58,0,0.422
male,28,3rd,Southampton,Sweden,7.1511,0,0,0.118,8,0.586,1st,0.516,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,24,3rd,Southampton,Sweden,7.1701,0,0,0.02,8,0.556,1st,0.512,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,33,1st,Southampton,United States,5,0,0,0.218,8,0.474,1st,0.474,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,17,1st,Southampton,Uruguay,47.02,0,0,0.092,8,0.376,1st,0.376,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,27,1st,Southampton,Uruguay,47.02,0,0,0.124,8,0.376,1st,0.376,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,45,3rd,Queenstown,Ireland,7.15,0,0,0.288,8,0.776,1st,0.864,72,0.916,male,0.39,Southampton,0.422,0,0.422,0,0.422
male,54,2nd,Southampton,England,26,1,0,0.006,8,0.472,1st,0.52,72,0.49,male,0.49,Southampton,0.49,0,0.422,0,0.422
male,11,1st,Southampton,United States,120,1,2,0.812,8,0.826,1st,0.826,72,0.752,male,0.752,Southampton,0.752,0,0.726,0,0.422
female,13,1st,Southampton,United States,120,1,2,0.91,8,0.83,1st,0.83,72,0.828,male,0.752,Southampton,0.752,0,0.726,0,0.422
female,45,2nd,Southampton,England,26,1,0,0.656,8,0.936,1st,0.892,72,0.9,male,0.49,Southampton,0.49,0,0.422,0,0.422
female,36,1st,Southampton,United States,120,1,2,0.936,8,0.83,1st,0.83,72,0.828,male,0.752,Southampton,0.752,0,0.726,0,0.422
male,36,1st,Southampton,United States,120,1,2,0.594,8,0.826,1st,0.826,72,0.752,male,0.752,Southampton,0.752,0,0.726,0,0.422
male,28,3rd,Southampton,England,7.05,0,0,0.002,8,0.516,1st,0.492,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,49,1st,Southampton,United States,26,0,0,0.186,8,0.486,1st,0.486,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,36,1st,Cherbourg,United States,27.1405,0,0,0.892,8,0.93,1st,0.93,72,0.948,male,0.524,Southampton,0.422,0,0.422,0,0.422
female,25,1st,Southampton,United States,78.17,1,0,0.99,8,0.91,1st,0.91,72,0.9,male,0.49,Southampton,0.49,0,0.422,0,0.422
male,36,1st,Southampton,England,78.17,1,0,0.186,8,0.514,1st,0.514,72,0.49,male,0.49,Southampton,0.49,0,0.422,0,0.422
male,24,3rd,Southampton,X,8.01,0,0,0.002,8,0.578,1st,0.524,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,46,1st,Southampton,United States,61.0306,1,0,0.138,8,0.504,1st,0.504,72,0.49,male,0.49,Southampton,0.49,0,0.422,0,0.422
female,47,1st,Southampton,United States,61.0306,1,0,0.988,8,0.906,1st,0.906,72,0.9,male,0.49,Southampton,0.49,0,0.422,0,0.422
male,27,1st,Southampton,United States,53.02,1,0,0.488,8,0.518,1st,0.518,72,0.49,male,0.49,Southampton,0.49,0,0.422,0,0.422
female,32,1st,Southampton,United States,53.02,1,0,0.99,8,0.906,1st,0.906,72,0.9,male,0.49,Southampton,0.49,0,0.422,0,0.422
male,52,2nd,Southampton,United States,13.1,0,0,0.006,8,0.496,1st,0.516,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,37,2nd,Southampton,England,26,1,0,0.012,8,0.472,1st,0.52,72,0.49,male,0.49,Southampton,0.49,0,0.422,0,0.422
female,29,2nd,Southampton,England,26,1,0,0.79,8,0.936,1st,0.892,72,0.9,male,0.49,Southampton,0.49,0,0.422,0,0.422
male,20,3rd,Queenstown,Ireland,7.1408,0,0,0.006,8,0.384,1st,0.478,72,0.39,male,0.39,Southampton,0.422,0,0.422,0,0.422
female,36,1st,Cherbourg,X,262.0706,0,0,0.974,8,0.944,1st,0.944,72,0.948,male,0.524,Southampton,0.422,0,0.422,0,0.422
female,30,1st,Southampton,England,86.1,0,0,0.988,8,0.926,1st,0.926,72,0.912,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,45,1st,Cherbourg,Belgium,29.14,0,0,0.374,8,0.634,1st,0.634,72,0.524,male,0.524,Southampton,0.422,0,0.422,0,0.422
female,48,1st,Southampton,England,55,0,1,0.98,8,0.94,1st,0.94,72,0.928,male,0.58,Southampton,0.58,0,0.58,0,0.422
male,32,3rd,Southampton,X,56.0911,0,0,0.708,8,0.51,1st,0.458,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,43,1st,Belfast,Scotland,89,0,0,0.042,8,0.362,1st,0.362,72,0.374,male,0.374,Southampton,0.422,0,0.422,0,0.422
male,29,3rd,Southampton,England,8.01,0,0,0.008,8,0.578,1st,0.524,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,25,2nd,Southampton,England,30,1,1,0.98,8,0.982,1st,0.884,72,0.896,male,0.662,Southampton,0.662,0,0.58,0,0.422
female,52,2nd,Southampton,England,30,0,2,0.98,8,0.982,1st,0.898,72,0.9,male,0.726,Southampton,0.726,0,0.726,0,0.422
male,26,3rd,Cherbourg,X,14.0901,1,0,0.012,8,0.438,1st,0.63,72,0.47,male,0.47,Southampton,0.49,0,0.422,0,0.422
male,21,3rd,Cherbourg,X,14.0901,1,0,0.036,8,0.438,1st,0.63,72,0.47,male,0.47,Southampton,0.49,0,0.422,0,0.422
male,29,2nd,Southampton,England,26,1,0,0.018,8,0.472,1st,0.52,72,0.49,male,0.49,Southampton,0.49,0,0.422,0,0.422
male,28,2nd,Southampton,England,22,0,0,0,8,0.486,1st,0.508,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,28,2nd,Southampton,England,27,1,0,0.934,8,0.952,1st,0.912,72,0.9,male,0.49,Southampton,0.49,0,0.422,0,0.422
female,26,1st,Cherbourg,United States,136.1507,1,0,0.986,8,0.952,1st,0.952,72,0.952,male,0.47,Southampton,0.49,0,0.422,0,0.422
male,27,1st,Cherbourg,United States,136.1507,1,0,0.202,8,0.45,1st,0.45,72,0.47,male,0.47,Southampton,0.49,0,0.422,0,0.422
female,22,1st,Southampton,England,151.16,0,0,0.966,8,0.9,1st,0.9,72,0.912,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,40,1st,Southampton,United States,52,0,0,0.022,8,0.392,1st,0.392,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,20,3rd,Southampton,X,7.01,0,0,0,8,0.506,1st,0.486,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,18,3rd,Southampton,England,8.01,0,0,0.068,8,0.578,1st,0.524,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,24,3rd,Queenstown,Ireland,7.05,0,0,0.086,8,0.37,1st,0.466,72,0.39,male,0.39,Southampton,0.422,0,0.422,0,0.422
male,24,3rd,Southampton,Bulgaria,7.1711,0,0,0.002,8,0.556,1st,0.518,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,29,2nd,Southampton,England,10.1,0,0,0.018,8,0.518,1st,0.538,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,27,2nd,Southampton,Finland,13,0,0,0,8,0.508,1st,0.528,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,25,2nd,Southampton,England,10.1,0,0,0.034,8,0.518,1st,0.538,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,37,1st,Southampton,Ireland,25.1109,0,0,0.21,8,0.506,1st,0.506,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,8,2nd,Southampton,England,26.05,0,2,0.988,8,0.988,1st,0.922,72,0.9,male,0.726,Southampton,0.726,0,0.726,0,0.422
male,31,2nd,Southampton,England,26.05,1,1,0.11,8,0.754,1st,0.666,72,0.662,male,0.662,Southampton,0.662,0,0.58,0,0.422
female,30,2nd,Southampton,England,26.05,1,1,0.95,8,0.974,1st,0.898,72,0.896,male,0.662,Southampton,0.662,0,0.58,0,0.422
male,36,3rd,Southampton,Bulgaria,7.1711,0,0,0,8,0.556,1st,0.518,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,39,1st,Cherbourg,United States,83.0302,1,1,0.992,8,0.952,1st,0.952,72,0.946,male,0.712,Southampton,0.662,0,0.58,0,0.422
male,37,1st,Cherbourg,United States,83.0302,1,1,0.27,8,0.706,1st,0.706,72,0.712,male,0.712,Southampton,0.662,0,0.58,0,0.422
female,64,1st,Cherbourg,United States,83.0302,0,2,0.946,8,0.966,1st,0.966,72,0.962,male,0.852,Southampton,0.726,0,0.726,0,0.422
male,31,3rd,Queenstown,United States,7.1408,0,0,0.018,8,0.384,1st,0.478,72,0.39,male,0.39,Southampton,0.422,0,0.422,0,0.422
male,40,3rd,Queenstown,Ireland,7.15,0,0,0.006,8,0.386,1st,0.472,72,0.39,male,0.39,Southampton,0.422,0,0.422,0,0.422
female,23,3rd,Queenstown,Ireland,7.15,0,0,0.798,8,0.776,1st,0.864,72,0.916,male,0.39,Southampton,0.422,0,0.422,0,0.422
female,41,3rd,Queenstown,Ireland,7.1207,0,0,0.29,8,0.678,1st,0.83,72,0.916,male,0.39,Southampton,0.422,0,0.422,0,0.422
male,66,3rd,Queenstown,Ireland,7.15,0,0,0.006,8,0.386,1st,0.472,72,0.39,male,0.39,Southampton,0.422,0,0.422,0,0.422
male,43,3rd,Southampton,X,8.01,0,0,0.01,8,0.578,1st,0.524,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,22,2nd,Southampton,England,10.1,0,0,0.918,8,0.932,1st,0.866,72,0.912,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,30,2nd,Southampton,United States,13,0,0,0.892,8,0.91,1st,0.878,72,0.912,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,32,2nd,Southampton,X,21,0,0,0.73,8,0.816,1st,0.858,72,0.912,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,35,3rd,Southampton,Croatia (Modern),7.1711,0,0,0,8,0.556,1st,0.518,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,27,3rd,Southampton,Hungary,7.1711,0,0,0,8,0.556,1st,0.518,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,19,3rd,Southampton,Hungary,7.1711,0,0,0,8,0.556,1st,0.518,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,30,3rd,Southampton,Poland,8.01,0,0,0.01,8,0.578,1st,0.524,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,55,1st,Southampton,United States,25.141,2,0,0.934,8,0.89,1st,0.89,72,0.886,male,0.488,Southampton,0.488,0,0.422,0,0.422
female,16,3rd,Queenstown,Ireland,7.15,0,0,0.82,8,0.776,1st,0.864,72,0.916,male,0.39,Southampton,0.422,0,0.422,0,0.422
male,21,2nd,Southampton,England,11.1,0,0,0.008,8,0.524,1st,0.546,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,3,3rd,Southampton,England,15.18,1,1,0.802,8,0.594,1st,0.724,72,0.662,male,0.662,Southampton,0.662,0,0.58,0,0.422
male,9,3rd,Southampton,England,15.18,1,1,0.564,8,0.594,1st,0.724,72,0.662,male,0.662,Southampton,0.662,0,0.58,0,0.422
female,36,3rd,Southampton,England,15.18,0,2,0.596,8,0.688,1st,0.918,72,0.9,male,0.726,Southampton,0.726,0,0.726,0,0.422
male,58,3rd,Southampton,England,7.05,0,0,0,8,0.516,1st,0.492,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,59,1st,Southampton,United States,26.11,0,0,0.054,8,0.574,1st,0.574,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,20,3rd,Southampton,United States,8.0302,0,0,0.006,8,0.576,1st,0.524,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,16,3rd,Southampton,United States,16.02,0,1,0.792,8,0.742,1st,0.932,72,0.928,male,0.58,Southampton,0.58,0,0.58,0,0.422
male,43,3rd,Southampton,Australia,16.02,0,1,0.078,8,0.678,1st,0.686,72,0.58,male,0.58,Southampton,0.58,0,0.58,0,0.422
male,70,1st,Southampton,United States,71,1,1,0.08,8,0.666,1st,0.666,72,0.662,male,0.662,Southampton,0.662,0,0.58,0,0.422
female,39,1st,Southampton,United States,26.11,0,2,0.97,8,0.922,1st,0.922,72,0.9,male,0.726,Southampton,0.726,0,0.726,0,0.422
female,64,1st,Southampton,United States,71,1,1,0.836,8,0.9,1st,0.9,72,0.896,male,0.662,Southampton,0.662,0,0.58,0,0.422
male,17,3rd,Southampton,Croatia (Modern),8.1303,0,0,0,8,0.574,1st,0.526,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,39,1st,Cherbourg,United States,71.0508,1,0,0.152,8,0.474,1st,0.474,72,0.47,male,0.47,Southampton,0.49,0,0.422,0,0.422
female,35,1st,Cherbourg,Peru,71.0508,1,0,0.992,8,0.954,1st,0.954,72,0.952,male,0.47,Southampton,0.49,0,0.422,0,0.422
male,22,2nd,Belfast,Northern Ireland,22,0,0,0.008,8,0.434,1st,0.494,72,0.374,male,0.374,Southampton,0.422,0,0.422,0,0.422
male,28,3rd,Cherbourg,X,7.0407,0,0,0.016,8,0.382,1st,0.604,72,0.524,male,0.524,Southampton,0.422,0,0.422,0,0.422
female,22,3rd,Southampton,Sweden,10.1004,0,0,0.404,8,0.584,1st,0.864,72,0.912,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,45,3rd,Southampton,X,8.01,0,0,0.098,8,0.578,1st,0.524,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,19,3rd,Southampton,X,10.0305,0,0,0.008,8,0.568,1st,0.536,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,33,3rd,Queenstown,Ireland,6.19,0,0,0.652,8,0.676,1st,0.824,72,0.916,male,0.39,Southampton,0.422,0,0.422,0,0.422
male,29,3rd,Queenstown,Ireland,7.15,0,0,0.05,8,0.386,1st,0.472,72,0.39,male,0.39,Southampton,0.422,0,0.422,0,0.422
male,51,1st,Southampton,England,26.11,0,0,0.482,8,0.574,1st,0.574,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,0.3333333333,3rd,Southampton,Sweden,14.08,0,2,0.294,8,0.446,1st,0.592,72,0.726,male,0.726,Southampton,0.726,0,0.726,0,0.422
male,34,3rd,Southampton,Sweden,14.08,1,1,0.02,8,0.336,1st,0.59,72,0.662,male,0.662,Southampton,0.662,0,0.58,0,0.422
female,28,3rd,Southampton,Sweden,14.08,1,1,0.256,8,0.368,1st,0.69,72,0.896,male,0.662,Southampton,0.662,0,0.58,0,0.422
male,27,1st,Southampton,United States,30.1,0,0,0.476,8,0.582,1st,0.582,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,36,1st,Southampton,England,151.16,0,0,0.982,8,0.9,1st,0.9,72,0.912,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,27,3rd,Southampton,X,7.1711,0,0,0,8,0.556,1st,0.518,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,27,1st,Cherbourg,Canada,52,1,2,0.984,8,0.942,1st,0.942,72,0.928,male,0.778,Southampton,0.752,0,0.726,0,0.422
male,31,1st,Cherbourg,Canada,52,1,0,0.348,8,0.52,1st,0.52,72,0.47,male,0.47,Southampton,0.49,0,0.422,0,0.422
male,8,2nd,Southampton,England,36.15,1,1,0.792,8,0.792,1st,0.688,72,0.662,male,0.662,Southampton,0.662,0,0.58,0,0.422
male,24,3rd,Southampton,England,24.03,2,0,0.046,8,0.278,1st,0.528,72,0.488,male,0.488,Southampton,0.488,0,0.422,0,0.422
male,19,2nd,Southampton,England,73.1,0,0,0.016,8,0.386,1st,0.422,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,22,3rd,Southampton,Wales,8.01,0,0,0,8,0.578,1st,0.524,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,22,3rd,Southampton,England,24.03,2,0,0.028,8,0.278,1st,0.528,72,0.488,male,0.488,Southampton,0.488,0,0.422,0,0.422
male,17,3rd,Southampton,England,8.01,2,0,0.032,8,0.442,1st,0.532,72,0.488,male,0.488,Southampton,0.488,0,0.422,0,0.422
female,48,2nd,Southampton,England,36.15,0,2,0.986,8,0.982,1st,0.906,72,0.9,male,0.726,Southampton,0.726,0,0.726,0,0.422
female,28,2nd,Southampton,England,13,0,0,0.928,8,0.91,1st,0.878,72,0.912,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,34,3rd,Southampton,England,16.02,1,0,0.558,8,0.462,1st,0.81,72,0.9,male,0.49,Southampton,0.49,0,0.422,0,0.422
male,32,3rd,Southampton,England,16.02,1,0,0.024,8,0.45,1st,0.552,72,0.49,male,0.49,Southampton,0.49,0,0.422,0,0.422
male,18,2nd,Southampton,England,73.1,0,0,0.016,8,0.386,1st,0.422,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,1,3rd,Southampton,England,20.1106,1,2,0.71,8,0.434,1st,0.692,72,0.752,male,0.752,Southampton,0.752,0,0.726,0,0.422
female,0.1666666667,3rd,Southampton,England,20.1106,1,2,0.72,8,0.51,1st,0.792,72,0.828,male,0.752,Southampton,0.752,0,0.726,0,0.422
male,25,3rd,Southampton,England,20.1106,1,2,0.082,8,0.434,1st,0.692,72,0.752,male,0.752,Southampton,0.752,0,0.726,0,0.422
female,32,3rd,Southampton,England,20.1106,1,2,0.67,8,0.51,1st,0.792,72,0.828,male,0.752,Southampton,0.752,0,0.726,0,0.422
male,25,3rd,Southampton,Bosnia,7.1711,0,0,0,8,0.556,1st,0.518,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,24,2nd,Cherbourg,Italy,27.1405,1,0,0.944,8,0.956,1st,0.948,72,0.952,male,0.47,Southampton,0.49,0,0.422,0,0.422
male,29,2nd,Cherbourg,Italy,27.1405,1,0,0.074,8,0.458,1st,0.602,72,0.47,male,0.47,Southampton,0.49,0,0.422,0,0.422
male,36,3rd,Southampton,United States,17.08,1,0,0.25,8,0.45,1st,0.552,72,0.49,male,0.49,Southampton,0.49,0,0.422,0,0.422
female,36,3rd,Southampton,United States,17.08,1,0,0.616,8,0.424,1st,0.808,72,0.9,male,0.49,Southampton,0.49,0,0.422,0,0.422
male,30,3rd,Southampton,Belgium,9.1,0,0,0.094,8,0.572,1st,0.532,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,25,2nd,Southampton,Channel Islands,31.1,0,0,0.066,8,0.488,1st,0.514,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,30,3rd,Southampton,X,7.1711,0,0,0.006,8,0.556,1st,0.518,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,22,3rd,Southampton,England,7.05,0,0,0.002,8,0.516,1st,0.492,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,26,3rd,Southampton,England,7.05,0,0,0.004,8,0.516,1st,0.492,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,16,3rd,Southampton,Belgium,9.1,0,0,0.024,8,0.572,1st,0.532,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,19,3rd,Queenstown,Ireland,7.1707,0,0,0.764,8,0.73,1st,0.852,72,0.916,male,0.39,Southampton,0.422,0,0.422,0,0.422
male,18,2nd,Southampton,England,73.1,0,0,0.016,8,0.386,1st,0.422,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,31,1st,Southampton,Canada,57,1,0,0.47,8,0.554,1st,0.554,72,0.49,male,0.49,Southampton,0.49,0,0.422,0,0.422
female,17,1st,Southampton,United States,57,1,0,0.98,8,0.91,1st,0.91,72,0.9,male,0.49,Southampton,0.49,0,0.422,0,0.422
male,17,3rd,Southampton,Croatia (Modern),7.1711,0,0,0,8,0.556,1st,0.518,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,42,3rd,Southampton,Hungary,8.1303,0,0,0.002,8,0.574,1st,0.526,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,43,3rd,Southampton,X,7.1711,0,0,0,8,0.556,1st,0.518,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,52,1st,Southampton,United States,81.1702,1,1,0.388,8,0.72,1st,0.72,72,0.662,male,0.662,Southampton,0.662,0,0.58,0,0.422
male,4,1st,Southampton,United States,81.1702,0,2,0.814,8,0.786,1st,0.786,72,0.726,male,0.726,Southampton,0.726,0,0.726,0,0.422
female,34,1st,Southampton,United States,81.1702,1,1,0.982,8,0.908,1st,0.908,72,0.896,male,0.662,Southampton,0.662,0,0.58,0,0.422
female,18,2nd,Southampton,England,23,0,1,0.978,8,0.974,1st,0.932,72,0.928,male,0.58,Southampton,0.58,0,0.58,0,0.422
female,34,2nd,Southampton,England,23,0,1,0.938,8,0.974,1st,0.932,72,0.928,male,0.58,Southampton,0.58,0,0.58,0,0.422
female,21,3rd,Queenstown,Ireland,7.15,0,0,0.658,8,0.776,1st,0.864,72,0.916,male,0.39,Southampton,0.422,0,0.422,0,0.422
male,37,3rd,Queenstown,Ireland,7.15,0,0,0.012,8,0.386,1st,0.472,72,0.39,male,0.39,Southampton,0.422,0,0.422,0,0.422
male,18,3rd,Southampton,England,8.01,0,0,0.068,8,0.578,1st,0.524,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,22,3rd,Queenstown,Ireland,8.0902,0,0,0.008,8,0.424,1st,0.494,72,0.39,male,0.39,Southampton,0.422,0,0.422,0,0.422
female,48,1st,Cherbourg,United States,106.0806,1,0,0.994,8,0.958,1st,0.958,72,0.952,male,0.47,Southampton,0.49,0,0.422,0,0.422
female,27,1st,Cherbourg,Canada,247.1005,1,1,0.984,8,0.938,1st,0.938,72,0.946,male,0.712,Southampton,0.662,0,0.58,0,0.422
male,50,1st,Cherbourg,United States,106.0806,1,0,0.186,8,0.464,1st,0.464,72,0.47,male,0.47,Southampton,0.49,0,0.422,0,0.422
male,55,2nd,Southampton,England,26,0,0,0.002,8,0.472,1st,0.486,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,31,3rd,Southampton,United States,12.0906,0,0,0.598,8,0.68,1st,0.888,72,0.912,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,28,3rd,Queenstown,Ireland,7.15,0,0,0.586,8,0.776,1st,0.864,72,0.916,male,0.39,Southampton,0.422,0,0.422,0,0.422
male,33,3rd,Cherbourg,Croatia (Modern),7.1711,0,0,0.008,8,0.422,1st,0.634,72,0.524,male,0.524,Southampton,0.422,0,0.422,0,0.422
male,8,2nd,Southampton,United States,32.1,0,2,0.838,8,0.838,1st,0.72,72,0.726,male,0.726,Southampton,0.726,0,0.726,0,0.422
male,42,2nd,Southampton,England,32.1,1,1,0.074,8,0.788,1st,0.674,72,0.662,male,0.662,Southampton,0.662,0,0.58,0,0.422
female,34,2nd,Southampton,United States,32.1,1,1,0.936,8,0.984,1st,0.9,72,0.896,male,0.662,Southampton,0.662,0,0.58,0,0.422
female,27,3rd,Queenstown,Ireland,7.15,0,0,0.826,8,0.776,1st,0.864,72,0.916,male,0.39,Southampton,0.422,0,0.422,0,0.422
female,24,3rd,Southampton,England,8.01,0,0,0.578,8,0.632,1st,0.848,72,0.912,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,48,1st,Cherbourg,England,56.1807,1,0,0.992,8,0.958,1st,0.958,72,0.952,male,0.47,Southampton,0.49,0,0.422,0,0.422
male,49,1st,Cherbourg,England,39.12,1,0,0.518,8,0.592,1st,0.592,72,0.47,male,0.47,Southampton,0.49,0,0.422,0,0.422
male,39,1st,Cherbourg,United States,29.14,0,0,0.254,8,0.634,1st,0.634,72,0.524,male,0.524,Southampton,0.422,0,0.422,0,0.422
male,24,3rd,Southampton,Channel Islands,7.11,0,0,0.086,8,0.528,1st,0.496,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,27,2nd,Cherbourg,Spain,13.1702,1,0,0.942,8,0.912,1st,0.87,72,0.952,male,0.47,Southampton,0.49,0,0.422,0,0.422
female,30,2nd,Cherbourg,Spain,13.1702,1,0,0.946,8,0.912,1st,0.87,72,0.952,male,0.47,Southampton,0.49,0,0.422,0,0.422
male,65,3rd,Queenstown,Ireland,7.15,0,0,0.006,8,0.386,1st,0.472,72,0.39,male,0.39,Southampton,0.422,0,0.422,0,0.422
male,23,3rd,Southampton,United States,13.18,1,0,0.034,8,0.414,1st,0.526,72,0.49,male,0.49,Southampton,0.49,0,0.422,0,0.422
female,22,3rd,Southampton,United States,13.18,1,0,0.49,8,0.484,1st,0.758,72,0.9,male,0.49,Southampton,0.49,0,0.422,0,0.422
female,23,1st,Cherbourg,United States,83.0302,0,1,0.996,8,0.966,1st,0.966,72,0.962,male,0.784,Southampton,0.58,0,0.58,0,0.422
male,18,3rd,Southampton,Sweden,7.1506,0,0,0.008,8,0.54,1st,0.5,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
